ProcessID,HaplotypeID
LTUT348-11,Marilia bola_1[2]Australia.New South Wales
LTUT349-11,Marilia bola_2[1]Australia.New South Wales
LTUT351-11,Marilia bola_3[1]Australia.New South Wales
LTUT317-11,Marilia bola_4[1]Australia.New South Wales
OFTRI554-10,Marilia valga_1[1]Dominican Republic
HMCAD565-09,Marilia mogtiana_1[2]Thailand
HMCAD564-09,Marilia mogtiana_1[2]Thailand
LTUT006-11,Atriplectides ikmaleus_1[1]Queensland
KKCAD361-07,Tasimia denticulata_1[1]Australian Capital Territory
OFTRI556-10,Marilia nigrescens_1[1]Dominican Republic
AMIB122-07,Psilotreta_1[2]MD
AMIC096-07,Psilotreta_1[2]MD
AMIB074-07,Psilotreta_2[1]MD
AMII140-08,Psilotreta_3[1]MD
AMISA367-08,Psilotreta_4[1]MD
AMIC175-07,Psilotreta_5[1]MD
AMISA283-08,Psilotreta_6[1]MD
AMISA188-08,Psilotreta_7[1]MD
KKUMN275-10,Barypenthus concolor_1[1]Brazil.Rio de Janeiro
KKCAD354-07,Barypenthus concolor_2[1]Brazil.
OFTRI028-10,Pycnocentria funerea_1[1]
