ProcessID,HaplotypeID
NBCAD710-08,Goera calcarata_1[84]NB
NBTRI881-08,Goera calcarata_2[51]NB
NBTRI880-08,Goera calcarata_2[51]NB
NBTRI879-08,Goera calcarata_2[51]NB
NBTRI877-08,Goera calcarata_2[51]NB
NBTRI876-08,Goera calcarata_2[51]NB
NBTRI874-08,Goera calcarata_2[51]NB
NBTRI872-08,Goera calcarata_2[51]NB
NBTRI871-08,Goera calcarata_2[51]NB
NBTRI870-08,Goera calcarata_2[51]NB
NBTRI869-08,Goera calcarata_2[51]NB
NBTRI868-08,Goera calcarata_2[51]NB
NBTRI867-08,Goera calcarata_2[51]NB
